"hour","datetime","funny_total","funny_online","askscience_total","askscience_online","TodayILearned_total","TodayILearned_online","gonewild_total","gonewild_online","firstworldanarchists_total","firstworldanarchists_online","buildapc_total","buildapc_online","dataisbeautiful_total","dataisbeautiful_online","calvinandhobbes_total","calvinandhobbes_online","sixworldstories_total","sixworldstories_online","ExplainLikeIAmA_total","ExplainLikeIAmA_online"
"2743","4/25 7:0","5809514","11673","2453353","2174","5512529","7171","590777","2910","201396","65","196355","375","178930","163","78604","23","19961","9","87394","32"
"2744","4/25 8:0","5809696","10814","2453553","1795","5512727","5071","590790","2133","201398","52","196364","299","178954","133","78605","27","19962","13","87397","24"
"2745","4/25 9:0","5809851","8397","2453704","1603","5512890","4283","590803","1747","201402","28","196367","271","178971","103","78605","12","19962","10","87398","24"
"2746","4/25 10:0","5810018","7507","2453866","1453","5513065","4081","590808","1668","201402","37","196370","231","178978","100","78606","18","19963","3","87399","19"
"2747","4/25 11:0","5810160","8600","2454014","1841","5513219","4646","590818","2105","201402","52","196372","265","178990","124","78606","19","19964","9","87400","22"
"2748","4/25 12:0","5810328","10651","2454185","2801","5513398","5835","590823","2561","201405","37","196375","336","179007","141","78609","17","19964","12","87401","19"
"2749","4/25 13:0","5810566","12707","2454410","3394","5513629","6197","590829","2741","201408","52","196380","403","179021","187","78609","24","19964","12","87401","25"
"2750","4/25 14:0","5810812","23118","2454675","4542","5513897","7060","590836","2909","201409","68","196389","483","179044","224","78609","34","19963","17","87400","48"
"2751","4/25 15:0","5811124","24381","2454997","4127","5514231","9395","590847","3067","201420","84","196395","554","179062","332","78612","34","19963","19","87398","24"
"2752","4/25 16:0","5811452","22459","2455349","3245","5514573","8657","590858","2857","201424","98","196401","641","179083","681","78616","28","19962","20","87399","40"
"2753","4/25 17:0","5811806","23787","2455714","2615","5514945","8822","590882","2909","201421","102","196410","633","179112","836","78618","38","19962","23","87401","43"
"2754","4/25 18:0","5812136","24639","2456076","2428","5515302","9085","590910","2582","201426","93","196412","668","179142","687","78619","31","19963","14","87401","44"
"2755","4/25 19:0","5812489","21872","2456426","2306","5515662","10026","590924","2660","201438","160","196416","704","179185","645","78620","27","19965","19","87402","64"
"2756","4/25 20:0","5812853","20650","2456787","2385","5516028","9013","590937","2632","201448","144","196429","836","179214","563","78623","35","19965","32","87404","67"
"2757","4/25 21:0","5813187","23236","2457132","2330","5516374","8676","590959","2761","201455","114","196432","856","179246","473","78624","25","19966","18","87404","90"
"2758","4/25 22:0","5813514","22831","2457459","2238","5516701","9862","590982","3048","201464","126","196440","831","179266","364","78624","21","19969","27","87404","53"
"2759","4/25 23:0","5813828","23048","2457766","2274","5517027","8959","591009","2949","201466","118","196443","745","179285","340","78627","18","19967","24","87405","59"
"2760","4/26 0:0","5814096","20778","2458030","2191","5517295","7596","591035","2917","201468","88","196450","687","179303","295","78630","15","19967","18","87405","55"
"2761","4/26 1:0","5814379","21291","2458305","1784","5517584","6724","591059","2807","201473","101","196451","644","179332","252","78629","18","19967","21","87405","65"
"2762","4/26 2:0","5814637","18110","2458584","2093","5517868","6505","591077","2721","201477","84","196462","635","179354","256","78629","25","19968","10","87404","67"
"2763","4/26 3:0","5814921","20024","2458870","2146","5518155","6452","591106","2988","201475","85","196471","597","179371","252","78630","29","19968","16","87404","42"
"2764","4/26 4:0","5815257","20459","2459192","1746","5518492","7265","591144","3124","201477","90","196481","644","179391","188","78633","24","19968","12","87404","57"
"2765","4/26 5:0","5815538","20703","2459488","1689","5518788","7922","591152","2909","201483","81","196481","570","179409","162","78634","16","19970","18","87402","43"
"2766","4/26 6:0","5815794","17491","2459753","1378","5519061","6790","591179","2773","201483","114","196481","531","179426","111","78633","13","19971","15","87398","55"
"2767","4/26 7:0","5815976","13179","2459938","1144","5519244","4637","591193","2494","201487","77","196488","470","179436","115","78634","14","19971","7","87396","40"
"2768","4/26 8:0","5816152","11087","2460112","972","5519424","3940","591218","2099","201488","64","196495","355","179442","76","78636","10","19971","10","87397","45"
"2769","4/26 9:0","5816309","10071","2460286","947","5519587","3433","591236","1777","201491","61","196496","328","179453","93","78637","12","19974","7","87400","31"
"2770","4/26 10:0","5816442","9526","2460420","788","5519727","3119","591243","1607","201491","67","196500","319","179462","67","78638","9","19974","10","87399","34"
"2771","4/26 11:0","5816572","9934","2460554","936","5519865","3317","591256","1551","201491","58","196505","306","179466","77","78638","5","19974","5","87397","28"
"2772","4/26 12:0","5816691","9757","2460683","1330","5519991","3381","591278","2119","201492","73","196507","351","179471","72","78638","10","19974","10","87397","28"
"2773","4/26 13:0","5816866","11997","2460855","1361","5520169","3781","591284","2505","201494","80","196512","454","179484","99","78638","10","19975","5","87395","45"
"2774","4/26 14:0","5817076","17130","2461079","1528","5520403","4185","591299","3062","201502","94","196518","546","179496","101","78639","14","19976","13","87395","41"
"2775","4/26 15:0","5817317","16199","2461323","1587","5520655","4978","591313","3163","201507","106","196521","633","179499","64","78639","19","19977","10","87394","53"
"2776","4/26 16:0","5817608","19268","2461606","1469","5520941","6090","591337","3170","201510","97","196526","801","179512","77","78633","46","19977","11","87394","48"
"2777","4/26 17:0","5817869","23353","2461878","1422","5521214","8071","591354","3089","201515","117","196538","813","179526","68","78634","31","19977","20","87391","51"
"2778","4/26 18:0","5818143","22068","2462164","1449","5521517","8454","591354","2874","201517","94","196540","884","179532","220","78634","31","19976","15","87392","50"
"2779","4/26 19:0","5818421","21174","2462451","1199","5521796","9877","591380","2777","201526","128","196545","806","179535","250","78634","27","19976","8","87391","67"
"2780","4/26 20:0","5818691","20213","2462734","1230","5522074","8231","591391","2627","201534","123","196550","758","179545","253","78632","30","19977","18","87390","73"
"2781","4/26 21:0","5819013","20468","2463084","1080","5522422","7201","591407","2698","201540","123","196550","697","179556","281","78632","26","19980","17","87389","68"
"2782","4/26 22:0","5819331","20978","2463416","1147","5522752","6462","591414","2606","201545","110","196566","693","179567","221","78634","29","19982","24","87385","65"
"2783","4/26 23:0","5819596","22596","2463690","1034","5523042","6337","591436","2707","201546","106","196568","734","179569","180","78635","21","19983","9","87386","76"
"2784","4/27 0:0","5819885","21519","2464009","1101","5523354","6392","591454","2730","201548","121","196575","627","179581","204","78636","24","19983","12","87387","74"
"2785","4/27 1:0","5820163","21711","2464285","1155","5523634","7003","591475","2627","201549","111","196578","605","179589","196","78636","32","19983","12","87386","58"
"2786","4/27 2:0","5820452","24256","2464597","1382","5523934","8144","591502","2448","201554","125","196587","576","179591","166","78638","34","19982","15","87384","68"
"2787","4/27 3:0","5820718","21461","2464876","1942","5524206","7591","591523","2609","201558","106","196602","536","179593","163","78637","38","19984","15","87384","52"
"2788","4/27 4:0","5820993","19624","2465159","2415","5524491","6597","591542","2619","201563","140","196609","550","179594","136","78641","24","19984","13","87381","59"
"2789","4/27 5:0","5821263","19230","2465425","3688","5524765","5750","591563","2861","201573","135","196615","513","179597","118","78648","32","19985","12","87380","50"
"2790","4/27 6:0","5821497","15177","2465651","2979","5525005","5432","591589","2777","201581","128","196618","475","179599","109","78650","26","19984","14","87379","63"
"2791","4/27 7:0","5821690","12369","2465854","2527","5525202","5195","591612","2595","201587","180","196622","390","179602","83","78652","22","19985","11","87381","68"
"2792","4/27 8:0","5821885","10440","2466067","2233","5525406","5135","591639","2282","201588","160","196625","339","179606","96","78654","10","19985","13","87381","63"
"2793","4/27 9:0","5822075","9082","2466247","2021","5525596","5484","591662","1924","201592","140","196631","313","179612","88","78661","14","19985","13","87384","43"
"2794","4/27 10:0","5822243","7792","2466417","1594","5525761","4584","591665","1703","201594","119","196633","288","179614","73","78666","14","19986","9","87382","54"
"2795","4/27 11:0","5822413","7782","2466587","1577","5525927","4207","591685","1645","201590","109","196636","269","179614","75","78665","12","19986","12","87381","41"
"2796","4/27 12:0","5822582","8969","2466765","1739","5526100","4647","591692","1950","201590","120","196643","318","179616","89","78665","11","19987","7","87380","36"
"2797","4/27 13:0","5822786","10831","2466971","2039","5526301","5153","591704","2608","201594","173","196651","398","179619","87","78669","17","19987","12","87381","54"
"2798","4/27 14:0","5823018","11296","2467192","2290","5526542","6643","591711","2876","201606","249","196658","503","179622","135","78673","14","19987","17","87381","65"
"2799","4/27 15:0","5823260","13314","2467438","2318","5526792","7249","591730","3275","201616","258","196654","623","179626","164","78673","15","19987","19","87382","63"
"2800","4/27 16:0","5823579","19996","2467764","2455","5527099","7054","591755","3417","201625","203","196660","714","179636","195","78676","23","19988","16","87382","55"
"2801","4/27 17:0","5823876","22211","2468079","2459","5527426","7599","591764","3344","201631","185","196665","725","179655","171","78677","21","19989","17","87381","78"
"2802","4/27 18:0","5824206","21939","2468407","2471","5527770","8467","591792","3321","201635","162","196675","823","179672","151","78682","24","19989","18","87383","62"
"2803","4/27 19:0","5824555","22359","2468744","2587","5528134","11624","591808","3351","201638","175","196676","783","179694","133","78682","23","19987","17","87383","79"
"2804","4/27 20:0","5824877","25743","2469087","2958","5528469","12267","591833","3350","201642","137","196686","845","179714","125","78682","21","19987","22","87384","54"
"2805","4/27 21:0","5825234","26828","2469471","3599","5528835","12287","591866","3335","201653","164","196693","744","179727","122","78684","40","19989","21","87385","61"
"2806","4/27 22:0","5825603","32135","2469820","4582","5529194","12582","591889","3335","201652","159","196706","714","179743","134","78683","27","19990","19","87388","53"
"2807","4/27 23:0","5825950","25655","2470191","3070","5529558","12308","591916","3189","201655","218","196721","662","179758","142","78682","26","19989","19","87387","68"
"2808","4/28 0:0","5826319","25338","2470568","2590","5529942","10409","591951","2889","201657","176","196729","645","179771","268","78683","24","19990","24","87384","66"
"2809","4/28 1:0","5826635","24188","2470897","2151","5530292","9496","591962","2904","201663","155","196736","604","179780","218","78686","19","19989","19","87388","58"
"2810","4/28 2:0","5827016","22499","2416685","1132","5530684","8550","591981","2848","201662","137","196748","595","179794","185","78687","32","19988","17","87392","49"
